imie	nazwisko	pesel	email	odpowiedzialny	
Danuta	Knothe	76092872940	knothe@wp.pl	5439401	
Gustawa	Płaczek	76100130288	placzek@wp.pl	58946843	
Zenon	Peretjatkowicz	76100136314	z.peretjatkowicz@gmail.com	51979749	
Miłogost	Sulej	76100337272	m.sulej@wp.pl	13727062	
Dionizy	Krakowiak	76100396453	krakowiak@wp.pl	16625133	
Nira	Panowicz	76100422486	panowicz@wp.pl	62603638	
Eligiusz	Słomka	76100481612	e.slomka@gmail.com	66046145	
Pabiana	Siczek	76101012262	siczek@gmail.com	87291561	
Abdon	Karaś	76102967417	karas@gmail.com	82142034	
Gościsław	Łakomy	76103081215	lakomy@buziaczek.pl	55928193	
Radosława	Jankowska	76110724428	jankowska@gmail.com	61667270	
Delfina	Ślusarska	76110831548	slusarska@gmail.com	98886260	
Ryksa	Pajączkowska	76111759124	r.pajaczkowska@amorek.com.pl	54705963	
Ludmiła	Moraczewska	76111770589	l.moraczewska@gmail.com	2767	
Manuel	Popkiewicz	76111889434	m.popkiewicz@gmail.com	13423248	
Donald	Borys	76112931697	d.borys@gmail.com	5412484	
Floriana	Chmiel	76120705646	chmiel1@amorek.com.pl	74743808	
Mojżesz	Pajączkowski	76120751654	pajaczkowski1@buziaczek.pl	60718061	
Miroład	Wierzbowski	76121044036	wierzbowski@gmail.com	3501495	
Błażej	Krupski	76121124518	b.krupski@buziaczek.pl	59625740	
Lea	Piskorska	76121582765	piskorska@gmail.com	58540911	
Florian	Świnarski	76122090630	swinarski1@onet.pl	98170360	
Milan	Matuszkiewicz	76122253031	matuszkiewicz@amorek.com.pl	18237947	
Dyter	Gabrowski	76122319452	d.gabrowski@buziaczek.pl	16752924	
Petronela	Podgórska	76122403863	podgorska@buziaczek.pl	68148213	
Przybysław	Dąbkowski	76122470779	dabkowski@wp.pl	92253610	
Sykstus	Mazurek	76122829276	mazurek1@onet.pl	64025856	
Noemi	Romatowska	76122887708	romatowska1@amorek.com.pl	17283657	
Kiara	Szczęsny	76122985468	szczesny@wp.pl	62016214	
Fera	Kaznowska	76123011124	f.kaznowska@o2.pl	98802894	
Lubogost	Betlej	76123187777	l.betlej@amorek.com.pl	17042511	
Luborad	Brzozowski	77010353798	brzozowski@o2.pl	48458158	
Ira	Abakanowicz	77010653249	i.abakanowicz@onet.pl	29886910	
Fiona	Plater	77011485702	f.plater@buziaczek.pl	10466289	
Emir	Chodura	77012406531	chodura@onet.pl	33687195	
Maurycy	Smulikowski	77012557855	smulikowski@o2.pl	39510558	
Bożena	Mioduszewska	77013109129	b.mioduszewska@amorek.com.pl	7569546	
Fatma	Makowska	77020479521	f.makowska@onet.pl	96684770	
Dargosława	Słodkowska	77020534224	d.slodkowska@wp.pl	32096661	
Izolda	Skubiszewska	77020941147	skubiszewska@amorek.com.pl	85743000	
Olek	Ambroziak	77022051039	o.ambroziak@o2.pl	70913188	
Łagoda	Dębińska	77022331508	debinska@onet.pl	14787786	
Godfryg	Tochowicz	77022615934	g.tochowicz@wp.pl	65298342	
Bona	Fornalska	77030176726	b.fornalska@o2.pl	28208742	
Bojana	Wilk	77030471524	wilk1@amorek.com.pl	48914991	
Miłogost	Dziadosz	77030857713	dziadosz1@amorek.com.pl	46416758	
Hektor	Zych	77032852815	h.zych@amorek.com.pl	13355304	
Antonia	Weryszko	77033077284	a.weryszko@buziaczek.pl	5838761	
Ramona	Wolska	77040848224	wolska@buziaczek.pl	18237947	
Pankracy	Glinka	77041790797	p.glinka@gmail.com	74139761	
Sylwiusz	Dancewicz	77041807459	dancewicz@o2.pl	82605114	
Miłowit	Józefowicz	77041975356	jozefowicz@gmail.com	65652636	
Marek	Strutyński	77042018074	m.strutynski@wp.pl	79571377	
Irma	Wiśniewska	77042271642	wisniewska@amorek.com.pl	87015011	
Tomisław	Frątczak	77051395993	t.fratczak@gmail.com	73338724	
Gniewomira	Kalinowska	77052206548	g.kalinowska@onet.pl	99592219	
Pabian	Ochab	77052415773	ochab@wp.pl	68836897	
Juri	Czerwiński	77052599150	czerwinski@wp.pl	92544434	
Julianna	Kaczor	77060663421	kaczor@gmail.com	17195076	
Borysław	Wołk-Lewanowicz	77061316755	wolk-lewanowicz1@gmail.com	75701203	
Bogdan	Witczak	77061826739	b.witczak@wp.pl	89315975	
Berenika	Malak	77062146483	b.malak@o2.pl	78455574	
Romualda	Moskal	77062263506	r.moskal@wp.pl	25619323	
Herma	Walewska	77062695482	walewska@wp.pl	74424244	
Petra	Jaworska	77062706926	p.jaworska@onet.pl	41494658	
Ernestyna	Drewniowska	77070100167	drewniowska@o2.pl	26621672	
Baltazar	Gajda	77071119731	b.gajda@buziaczek.pl	5602562	
Bożidar	Łagodzki	77071329554	b.lagodzki@onet.pl	88979494	
Melchior	Statkowski	77071472054	m.statkowski@buziaczek.pl	84842775	
Zdzisław	Remiszewski	77071557371	remiszewski@gmail.com	49129463	
Damroka	Mioduszewska	77071992062	d.mioduszewska@gmail.com	51302865	
Magnus	Wieczorkowski	77072233898	m.wieczorkowski@onet.pl	5027044	
Bolesław	Kozakiewicz	77072250099	b.kozakiewicz@o2.pl	97771198	
Anzelma	Janiszewska	77072874626	a.janiszewska@wp.pl	56445249	
Rudolfina	Wodzyńska	77072895722	wodzynska@o2.pl	54751514	
Arlena	Milska	77080246842	milska@buziaczek.pl	371982	
Konstantyn	Komarnicki	77080545736	k.komarnicki@wp.pl	98170360	
Filipina	Porowska	77081107102	porowska@gmail.com	38807295	
Kasjusz	Makowski	77081275450	makowski@wp.pl	84907930	
Kwietosław	Franczak	77081315534	k.franczak@o2.pl	35512909	
Świętomir	Maciejowski	77081590551	s.maciejowski@buziaczek.pl	29886910	
Tymon	Bury	77081779398	bury1@amorek.com.pl	54086560	
Diana	Ojrzyńska	77082039204	d.ojrzynska@wp.pl	54907648	
Eligiusz	Samek	77082479877	e.samek@gmail.com	76954760	
Lubomir	Milewski	77082644570	milewski@wp.pl	71207241	
Tęgomira	Dunajewska	77082761587	t.dunajewska@wp.pl	88939391	
Adrianna	Korzeniak	77083080902	a.korzeniak@buziaczek.pl	6266829	
Antonia	Różańska	77083119921	a.rozanska@onet.pl	15946946	
Walerian	Białek	77090245958	w.bialek@o2.pl	28089809	
Kamila	Więcek	77091425207	k.wiecek@amorek.com.pl	70775033	
Nicefor	Berent	77091561578	n.berent@buziaczek.pl	58866191	
Gniewomir	Zawiślak	77091768272	g.zawislak@o2.pl	59993486	
Marcelina	Czerwińska	77092020661	czerwinska@buziaczek.pl	29272283	
Cezar	Świnarski	77092661055	swinarski@o2.pl	90691330	
Ligia	Paprocka	77100819546	l.paprocka@o2.pl	89809430	
Bona	Podgórska	77100869060	podgorska@wp.pl	19394130	
Otton	Pohorecki	77101408659	pohorecki@o2.pl	86924664	
Bromir	Kaczmarek	77101588438	kaczmarek@amorek.com.pl	92919346	
Agapit	Swoszowski	77101739575	a.swoszowski@wp.pl	12582371	
Sambor	Błach	77102135110	blach@onet.pl	50138013	
Maurycjusz	Maculewicz	77102189331	m.maculewicz@o2.pl	65229172	
Leszek	Gąsiorowski	77102219672	gasiorowski@wp.pl	2213691	
Bruno	Narzymski	77102575691	b.narzymski@onet.pl	6548121	
Gardomir	Terlecki	77110172792	terlecki@buziaczek.pl	32920855	
Oktawia	Gościniak	77110228448	o.gosciniak@o2.pl	59340930	
Teodozja	Paszkowska	77110890986	t.paszkowska@buziaczek.pl	48355072	
Tomisława	Zajączkowska	77111416309	t.zajaczkowska@buziaczek.pl	10794971	
Roberta	Komornicka	77111501568	r.komornicka@amorek.com.pl	86924339	
Semira	Błaszczykowska	77111726280	s.blaszczykowska@wp.pl	85576161	
Patryk	Waligórski	77111805037	waligorski1@o2.pl	20316602	
Maksa	Nawrocka	77112321743	m.nawrocka@o2.pl	56520683	
Jaśmina	Wiesiołowska	77112474267	j.wiesiolowska@buziaczek.pl	25624066	
Dalmira	Dębicka	77112921028	debicka@amorek.com.pl	78222705	
Adria	Vetulani	77112936484	vetulani@o2.pl	21299391	
Siemomysł	Andrzejak	77120130812	s.andrzejak@buziaczek.pl	86029012	
Laura	Wielowieyska	77120270248	wielowieyska1@wp.pl	63882685	
Ligia	Gąsiorowska	77121058047	l.gasiorowska@wp.pl	8387194	
Brunhilda	Paradowska	77121266806	b.paradowska@wp.pl	40638852	
Ligia	Kozubowska	77121657246	kozubowska@amorek.com.pl	13809047	
Rafał	Sito	77121817132	r.sito@gmail.com	98083233	
Blanka	Tarczyńska	77121954640	tarczynska@amorek.com.pl	81384370	
Kamil	Okulski	77122172456	okulski@gmail.com	19573323	
Dobiesława	Pawlaszczyk	77122250387	d.pawlaszczyk@amorek.com.pl	22661487	
Gaj	Syrewicz	77122277359	g.syrewicz@amorek.com.pl	56123201	
Najsława	Mazuś	77122316623	mazus@onet.pl	23442634	
Andrea	Gancarczyk	77122508268	gancarczyk@buziaczek.pl	69825236	
Wiesław	Pawełczyk	78010228930	pawelczyk1@buziaczek.pl	52559916	
Antonina	Adamecka	78010413189	a.adamecka@onet.pl	57020278	
Dajmira	Wolańska	78010481102	d.wolanska@gmail.com	61003077	
Eliza	Jaśkiewicz	78010592806	jaskiewicz11@gmail.com	53787682	
Teodor	Błach	78010660239	t.blach@wp.pl	96373840	
Ryksa	Witkowska	78011283949	r.witkowska@buziaczek.pl	25194811	
Augustyn	Wójcik	78011400793	a.wojcik@o2.pl	77968173	
Tymora	Kowal	78011949201	t.kowal@gmail.com	45780227	
Sabrina	Boguszewska	78012168469	s.boguszewska@onet.pl	59075413	
Leona	Zdanowicz	78012970705	zdanowicz@wp.pl	35335972	
Hadrian	Jaskólski	78013012972	h.jaskolski@buziaczek.pl	27034078	
Bazyli	Siciński	78021311456	b.sicinski@onet.pl	52854691	
Oda	Ochocka	78021459682	o.ochocka@buziaczek.pl	50149321	
Dacjusz	Borowski	78021561431	borowski@o2.pl	93395137	
Ładysława	Sochacka	78021994820	l.sochacka@gmail.com	77359855	
Marzena	Więcek	78022541908	wiecek1@gmail.com	8961726	
Nadzieja	Kozłowska	78022813728	n.kozlowska@gmail.com	30440560	
Gustawa	Reszke	78030695884	reszke@gmail.com	3986536	
Gardomir	Starzyński	78030930516	starzynski@o2.pl	97012544	
Hilary	Popkiewicz	78031093759	h.popkiewicz@onet.pl	88578873	
Ludowit	Zatorski	78031267413	l.zatorski@o2.pl	3314048	
Ignacy	Maciejewski	78031326172	maciejewski@amorek.com.pl	33021046	
Honorata	Sławęta	78031357509	slaweta@onet.pl	73429693	
Mariusz	Żądło	78031637474	m.zadlo@gmail.com	48951545	
Konstancjusz	Rzepecki	78031740972	rzepecki11@gmail.com	40343104	
Kastor	Schutt	78031946576	k.schutt@wp.pl	26726307	
Jaromira	Świetlicka	78031949760	swietlicka@o2.pl	4748373	
Pankracy	Jodkowski	78032262592	jodkowski@o2.pl	77267153	
Julisława	Bielecka	78041324645	bielecka@onet.pl	86978139	
Jana	Wysocka	78041616140	wysocka@buziaczek.pl	46581737	
Bożan	Mazurkiewicz	78041987334	mazurkiewicz@onet.pl	28842319	
Dżesika	Górska	78042437401	gorska@onet.pl	38534037	
Łukasz	Ochab	78042518519	l.ochab@wp.pl	78455574	
Wenancjusz	Rybicki	78050207494	w.rybicki@wp.pl	39607985	
Józefa	Lutosławska	78050342603	lutoslawska@o2.pl	26576701	
Sulisława	Dziubińska	78050751467	dziubinska@buziaczek.pl	5418373	
Kira	Śliwowska	78050770042	k.sliwowska@gmail.com	43362277	
Malina	Ostrowska	78051606841	m.ostrowska@gmail.com	72442493	
Inga	Kurcz	78051738429	i.kurcz@onet.pl	50311366	
Bogusława	Gogolewska	78051765661	b.gogolewska@amorek.com.pl	68581140	
Michalina	Chlebek	78051803767	m.chlebek@buziaczek.pl	75918175	
Norbert	Bury	78051944279	n.bury@o2.pl	52817391	
Nikola	Peretjatkowicz	78052177380	peretjatkowicz@gmail.com	77151283	
Lilianna	Maciejowska	78052192947	maciejowska@wp.pl	42534275	
Jessica	Górka	78052386706	j.gorka@buziaczek.pl	12658871	
Laurencja	Chodura	78052411400	l.chodura@buziaczek.pl	37202143	
Paula	Jaworska	78052455307	p.jaworska@wp.pl	15618080	
Cezar	Lipski	78052804118	c.lipski@wp.pl	43372746	
Anetta	Samsonowicz	78052889162	a.samsonowicz@gmail.com	1509437	
Paskal	Urbański	78053058714	p.urbanski@onet.pl	1610643	
Abel	Stępkowski	78060109551	stepkowski@gmail.com	25789239	
Gniewosz	Szebesta	78060283730	szebesta@buziaczek.pl	67279666	
Honorata	Słowakiewicz	78060937929	slowakiewicz@amorek.com.pl	59595830	
Benedykt	Roszkowski	78061118675	b.roszkowski@gmail.com	98396791	
Bogusława	Krajewska	78061373467	krajewska@wp.pl	8454373	
Starwit	Drzewiecki	78061524214	s.drzewiecki@onet.pl	8454373	
Hestia	Frąc	78061544227	frac1@wp.pl	63882685	
Oskar	Jarczyński	78062154696	jarczynski@o2.pl	55352409	
Lara	Siatkowska	78062203840	l.siatkowska@gmail.com	12391527	
Klementyna	Moraczewska	78063099008	moraczewska1@wp.pl	6514805	
Teodor	Wilkoszewski	78070211073	wilkoszewski@buziaczek.pl	13676880	
Izajasz	Bielecki	78070629911	i.bielecki@onet.pl	89315975	
Donata	Rychlewska	78070856287	rychlewska@o2.pl	14027139	
Nicefor	Szabelski	78071039812	n.szabelski@onet.pl	44438708	
Emir	Adamiec	78071384639	e.adamiec@o2.pl	84767895	
Łukasz	Piwarski	78071526057	l.piwarski@gmail.com	46099337	
Radosława	Konopczyńska	78071907562	konopczynska@gmail.com	66152118	
Manuela	Muszyńska	78072336529	muszynska@amorek.com.pl	91201661	
Norberta	Gąsienica	78072448507	gasienica@wp.pl	67599167	
Cezary	Nawarski	78072576013	c.nawarski@onet.pl	1509437	
Jolanta	Szcześniak	78072921387	j.szczesniak@o2.pl	19406605	
Ferdynanda	Malanowska	78080116720	malanowska@amorek.com.pl	964846	
Irmina	Cichy	78080147744	i.cichy@onet.pl	99813254	
Dalmira	Maciszewska	78080195709	d.maciszewska@buziaczek.pl	77740744	
Samson	Towarnicki	78081076171	towarnicki1@buziaczek.pl	39637738	
Korneliusz	Ochocki	78081782179	k.ochocki@wp.pl	88399937	
Tymoteusz	Smulikowski	78082228379	smulikowski@gmail.com	27034078	
Wahid	Ambroziak	78082725838	w.ambroziak@gmail.com	31994808	
Natasza	Lenkiewicz-Ipohorska	78082873968	lenkiewicz-ipohorska@o2.pl	17000790	
Gustaw	Bielecki	78082887392	bielecki@wp.pl	29555150	
Roksana	Fornalska	78082972285	r.fornalska@amorek.com.pl	28439493	
Radmiła	Smolik	78090118747	r.smolik@buziaczek.pl	35054537	
Irma	Szymczyk	78090464503	szymczyk@amorek.com.pl	25564107	
Arleta	Wróblewska	78090476744	wroblewska@o2.pl	54925668	
Benedykta	Warszycka	78090986704	b.warszycka@buziaczek.pl	45177179	
Sambor	Kuryłowicz	78091828755	s.kurylowicz@onet.pl	43287370	
Hektor	Świnarski	78091853339	swinarski@gmail.com	36480666	
Ludwika	Zaucha	78092044101	l.zaucha@o2.pl	62777495	
Stefan	Hermanowicz	78092172570	hermanowicz@buziaczek.pl	37878453	
Teodozjusz	Wójcik	78092621357	t.wojcik@amorek.com.pl	62821351	
Gotard	Strzemecki	78092628934	g.strzemecki@o2.pl	69417734	
Idzisława	Skibińska	78093087242	skibinska@buziaczek.pl	92341520	
Lucjan	Przyboś	78100178053	l.przybos@gmail.com	5367545	
Renat	Butrymowicz	78100522753	r.butrymowicz1@wp.pl	75734608	
Leon	Stoch	78100758790	stoch1@buziaczek.pl	97924822	
Erazm	Chmiel	78100762698	e.chmiel@onet.pl	90919861	
Norman	Królicki	78101529315	n.krolicki@onet.pl	77999620	
Lenart	Płaczek	78102394811	l.placzek@amorek.com.pl	99930760	
Dorosława	Kłodzińska	78102911489	d.klodzinska@buziaczek.pl	94911593	
Leonard	Dzierżanowski	78103139059	l.dzierzanowski@o2.pl	6176519	
Filipa	Słaby	78110651940	f.slaby@buziaczek.pl	70267177	
Janusz	Lewiński	78110744039	lewinski@onet.pl	99568020	
Chwalimir	Kurowski	78111725699	c.kurowski@o2.pl	5027044	
Michał	Błachowski	78111807531	blachowski@wp.pl	77338674	
Berta	Mączyńska	78112219441	b.maczynska@onet.pl	36524604	
Placyda	Bielicka	78112257106	bielicka@onet.pl	34584870	
Albert	Wróblewski	78112781012	wroblewski@onet.pl	61738038	
Konstancja	Smolińska	78112845004	smolinska@gmail.com	7450065	
Dymitr	Panasewicz	78120410999	panasewicz1@gmail.com	56339985	
Kornel	Gościniak	78120764692	gosciniak@wp.pl	48458158	
Waryn	Jabłonowski	78121700576	w.jablonowski@amorek.com.pl	32719681	
Żarko	Napierski	78121720893	napierski@buziaczek.pl	2521638	
Aldona	Siczek	78122444068	a.siczek@buziaczek.pl	2714890	
Fryc	Kowalczyk	78122459776	f.kowalczyk@onet.pl	19573323	
Bożysława	Arctowska	78122661263	arctowska@wp.pl	3060297	
Sofroniusz	Topolski	79010119891	s.topolski@onet.pl	72326997	
Bronisław	Gutowski	79010314913	b.gutowski@wp.pl	52559916	
Ludwik	Piątek	79010351653	piatek@buziaczek.pl	51302865	
Gerard	Dobiecki	79011070519	dobiecki@amorek.com.pl	24713057	
Jaropełk	Łagowski	79011232292	lagowski@buziaczek.pl	34017784	
Cyprian	Leniart	79011460590	c.leniart@onet.pl	71003221	
Rajmunda	Frankowska	79012192742	frankowska@gmail.com	3584700	
Robert	Czerwiński	79012203132	r.czerwinski@onet.pl	12822026	
Sonia	Golka	79012413160	golka1@wp.pl	77267153	
Ota	Siczek	79012458662	siczek@onet.pl	68540221	
Daniela	Tomaszewska	79013120205	d.tomaszewska@o2.pl	37522923	
Benedykta	Solnica	79020269764	b.solnica@amorek.com.pl	41859381	
Agrypin	Aleksandrowicz	79020443155	a.aleksandrowicz@wp.pl	56339985	
Leon	Syrewicz	79020520870	syrewicz@o2.pl	48427362	
Emir	Suchorowski	79020627355	e.suchorowski@onet.pl	24468725	
Aleksandra	Borys	79021518300	a.borys1@o2.pl	87055040	
Pabian	Jurczyk	79022811150	p.jurczyk@onet.pl	29351773	
Emma	Wolny	79022860161	e.wolny@onet.pl	86504467	
Ingryda	Piwarska	79030355444	piwarska@buziaczek.pl	58557111	
Prot	Adamiec	79031221870	adamiec1@gmail.com	12292255	
Maksymilian	Glinka	79031781439	glinka@onet.pl	39062173	
Bogumił	Białas	79032302895	bialas@amorek.com.pl	48951545	
Wirginiusz	Rybicki	79032549614	w.rybicki@gmail.com	15921090	
Sulibor	Ryś	79033088114	s.rys@onet.pl	96758038	
Ludmiła	Kocot	79040521187	l.kocot@buziaczek.pl	3235942	
Józefina	Pajewska	79040770222	pajewska@amorek.com.pl	75827215	
Jonasz	Małachowski	79041061817	malachowski@buziaczek.pl	26750806	
Świętomir	Michałowski	79041211830	s.michalowski@onet.pl	53603847	
Ewalda	Ambroziak	79041657546	e.ambroziak@wp.pl	56431549	
Florian	Szczawiński	79041699113	f.szczawinski@amorek.com.pl	97960927	
Sybilla	Strzemecka	79041973303	s.strzemecka@onet.pl	66391326	
Godfryd	Grodzicki	79042053594	g.grodzicki@onet.pl	69948562	
Jur	Gryga	79042360656	gryga1@onet.pl	48347778	
Ewald	Trzebiatowski	79042459314	trzebiatowski@buziaczek.pl	61302449	
Teodor	Hamerski	79042725251	hamerski@amorek.com.pl	50138013	
Waryn	Mołdrzyk	79050119499	moldrzyk1@wp.pl	30193314	
Marcel	Armiński	79050260133	arminski1@amorek.com.pl	46330849	
Nikoleta	Jabłkowska	79050636282	jablkowska@gmail.com	39536715	
Bonifacy	Skrok	79050880131	skrok@buziaczek.pl	58551149	
Babeta	Strużyna	79051130686	b.struzyna@gmail.com	88399937	
Lubogost	Gąsienica	79051385871	gasienica@gmail.com	41343744	
Borysław	Śmiałowski	79051709473	smialowski@amorek.com.pl	50111019	
Danisław	Jagałła	79052816011	jagalla@o2.pl	92742883	
Leopolda	Wodzyńska	79060609041	l.wodzynska@amorek.com.pl	12849956	
Miłomir	Chudziński	79060681399	chudzinski@onet.pl	12823176	
Olek	Kozakiewicz	79060704876	o.kozakiewicz@onet.pl	48718681	
Zdzisław	Łomnicki	79061838899	lomnicki@wp.pl	38285972	
Gracja	Gąsiorowska	79061880841	g.gasiorowska@gmail.com	85000170	
Tristan	Łączkowski	79061955172	t.laczkowski@o2.pl	4000228	
Ildefonsa	Gondz	79062311982	gondz@buziaczek.pl	41416281	
Borys	Bienias	79062903396	bienias1@o2.pl	14637654	
Agapit	Keffermüller	79063030435	a.keffermuller1@buziaczek.pl	51512456	
Serafin	Królicki	79070674376	s.krolicki@o2.pl	25495359	
Dobiesław	Rocki	79070711297	d.rocki@amorek.com.pl	16083576	
Hubert	Zagumny	79070734739	zagumny@gmail.com	54649916	
Godzisław	Szczytko	79071586014	g.szczytko@onet.pl	75523512	
Grzymisława	Czerwińska	79072035685	czerwinska@gmail.com	98865660	
Idzi	Winnicki	79072326653	winnicki@gmail.com	488979	
Arkadiusz	Dyrcz	79072487437	dyrcz1@amorek.com.pl	36411143	
Aniela	Łazarczyk	79072950764	a.lazarczyk@wp.pl	5494669	
Oksana	Grodzicka	79073078443	o.grodzicka@buziaczek.pl	78873838	
Walerian	Myśliwiec	79080247113	w.mysliwiec@buziaczek.pl	32113693	
Marika	Pawlicka	79080649328	m.pawlicka@amorek.com.pl	75203577	
Ariadna	Iwanicka	79080666840	a.iwanicka@onet.pl	10640798	
Konstancjusz	Bartyzel	79080681711	bartyzel@o2.pl	34660290	
Aldona	Sytek	79080746421	a.sytek@gmail.com	33839060	
Cezaryna	Młynarczyk	79080773625	mlynarczyk1@gmail.com	8852178	
Lubomir	Dobrzyński	79080892399	dobrzynski@gmail.com	78347617	
Jessica	Popek	79081995329	j.popek@buziaczek.pl	75701203	
Randoald	Tomankiewicz	79082217150	r.tomankiewicz1@wp.pl	85771348	
Lisa	Hamerska	79082420068	hamerska@gmail.com	57252962	
Daromiła	Smulikowska	79082452328	d.smulikowska@o2.pl	46677452	
Bartłomiej	Rutowicz	79083020595	rutowicz@gmail.com	40417204	
Robert	Świerczewski	79090268173	swierczewski@amorek.com.pl	47930594	
Cezary	Andrzejak	79091017332	andrzejak@o2.pl	85364778	
Narcyz	Jank	79091100254	jank@o2.pl	97456312	
Baltazar	Swinarski	79092750793	b.swinarski@o2.pl	56431549	
Jona	Fiutowski	79100206573	fiutowski@onet.pl	82142034	
Teofila	Milska	79100998786	t.milska@o2.pl	24939282	
Arlena	Kłosińska	79101565969	a.klosinska@wp.pl	35997962	
Lubomił	Larek	79102129658	larek@o2.pl	37985794	
Radomira	Maculewicz	79102245145	r.maculewicz@amorek.com.pl	6266829	
Ludolfa	Ignatowicz	79102454684	l.ignatowicz@onet.pl	8676983	
Kajetan	Maśliński	79102812732	k.maslinski@o2.pl	63650128	
Felicja	Świdzińska	79102837443	swidzinska@buziaczek.pl	42487602	
Boguchwał	Sytek	79103179799	b.sytek@amorek.com.pl	11190691	
Wawrzyniec	Wieczorkowski	79110271198	wieczorkowski1@buziaczek.pl	57193850	
Bożidar	Piątek	79110673358	b.piatek@gmail.com	97066590	
Abdon	Paradowski	79110928854	paradowski@o2.pl	31860911	
Serafin	Groński	79111024139	s.gronski@onet.pl	96118961	
Sabina	Kownacka	79111310560	kownacka@gmail.com	98896731	
Dajmir	Swoszowski	79111520932	d.swoszowski@buziaczek.pl	28875662	
Bartosz	Polkowski	79111676473	b.polkowski@amorek.com.pl	77066167	
Andrzeja	Hernik	79111685864	a.hernik@gmail.com	25138892	
Sława	Waglewska	79111798188	s.waglewska@amorek.com.pl	17274526	
Bożidar	Michałowski	79112065018	michalowski@wp.pl	10640798	
Iwa	Niewiadomska	79112164526	i.niewiadomska@wp.pl	1286227	
Stoisław	Adamiec	79112761112	s.adamiec@buziaczek.pl	869075	
Leonora	Górska	79120341142	l.gorska@amorek.com.pl	27642298	
Hiacynta	Białek	79120449581	bialek1@o2.pl	79177811	
Tulimira	Grzywak	79120897902	t.grzywak@gmail.com	68126008	
Rafaela	Rafalska	79121083144	r.rafalska@onet.pl	67694588	
Łucjan	Lasocki	79121912299	lasocki@wp.pl	77151283	
Olaf	Rzepecki	79122657096	rzepecki@gmail.com	90691330	
Świętopełk	Wieczorkowski	79122907511	wieczorkowski@amorek.com.pl	59309034	
Rozetta	Zambrzycka	79123152606	zambrzycka@onet.pl	43994586	
Aron	Staniewski	80010268072	staniewski@o2.pl	65298342	
Sylwester	Maniura	80010296017	s.maniura@wp.pl	55650330	
Bolebor	Bagiński	80010309652	baginski@amorek.com.pl	42471313	
Balbina	Schutt	80010541803	b.schutt@onet.pl	75203577	
Aleksandra	Keffermüller	80010560006	a.keffermuller@buziaczek.pl	63268336	
Agapit	Pospieszalski	80010920415	pospieszalski1@wp.pl	98641149	
Gerard	Zawadzki	80011031491	g.zawadzki@onet.pl	18148408	
Sław	Malinowski	80011208219	s.malinowski@wp.pl	7365801	
Bazyli	Sulej	80011592693	sulej@gmail.com	46597832	
Lucjana	Wodzińska	80012440261	wodzinska1@gmail.com	92544434	
